uniprot_acc	uniprot	RefSeqId	Gene	Name
O60684	O60684	23633	KPNA6	karyopherin subunit alpha 6
O60701	O60701	7358	UGDH	UDP-glucose 6-dehydrogenase
O60711	O60711	9404	LPXN	leupaxin
O60716	O60716	1500	CTNND1	catenin delta 1
O60725	O60725	23463	ICMT	isoprenylcysteine carboxyl methyltransferase
O60749	O60749	6643	SNX2	sorting nexin 2
O60759	O60759	9595	CYTIP	cytohesin 1 interacting protein
O60762	O60762	8813	DPM1	dolichyl-phosphate mannosyltransferase subunit 1, catalytic
O60763	O60763	8615	USO1	USO1 vesicle transport factor
O60783	O60783	63931	MRPS14	mitochondrial ribosomal protein S14
O60784	O60784	10043	TOM1	target of myb1 membrane trafficking protein
O60825	O60825	5208	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2
O60826	O60826	28952	CCDC22	coiled-coil domain containing 22
O60828	O60828	10084	PQBP1	polyglutamine binding protein 1
O60830	O60830	10245	TIMM17B	translocase of inner mitochondrial membrane 17B
O60831	O60831	11230	PRAF2	PRA1 domain family member 2
O60832	O60832	1736	DKC1	dyskerin pseudouridine synthase 1
O60841	O60841	9669	EIF5B	eukaryotic translation initiation factor 5B
O60861	O60861	8522	GAS7	growth arrest specific 7
O60869	O60869	8721	EDF1	endothelial differentiation related factor 1
O60870	O60870	22944	KIN	Kin17 DNA and RNA binding protein
O60879	O60879	1730	DIAPH2	diaphanous related formin 2
O60884	O60884	10294	DNAJA2	DnaJ heat shock protein family (Hsp40) member A2
O60885	O60885	23476	BRD4	bromodomain containing 4
O60888	O60888	51596	CUTA	cutA divalent cation tolerance homolog
O60906	O60906	6610	SMPD2	sphingomyelin phosphodiesterase 2
O60907	O60907	6907	TBL1X	transducin beta like 1 X-linked
O60921	O60921	3364	HUS1	HUS1 checkpoint clamp component
O60925	O60925	5201	PFDN1	prefoldin subunit 1
O60930	O60930	246243	RNASEH1	ribonuclease H1
O60934	O60934	4683	NBN	nibrin
O60942	O60942	8732	RNGTT	RNA guanylyltransferase and 5'-phosphatase
O75027	O75027	22	ABCB7	ATP binding cassette subfamily B member 7
O75037	O75037	23046	KIF21B	kinesin family member 21B
O75044	O75044	23380	SRGAP2	SLIT-ROBO Rho GTPase activating protein 2
O75063	O75063	9917	FAM20B	FAM20B, glycosaminoglycan xylosylkinase
O75064	O75064	9909	DENND4B	DENN domain containing 4B
O75083	O75083	9948	WDR1	WD repeat domain 1
O75113	O75113	9683	N4BP1	NEDD4 binding protein 1
O75116	O75116	9475	ROCK2	Rho associated coiled-coil containing protein kinase 2
O75122	O75122	23122	CLASP2	cytoplasmic linker associated protein 2
O75127	O75127	26024	PTCD1	pentatricopeptide repeat domain 1
O75131	O75131	8895	CPNE3	copine 3
O75140	O75140	9681	DEPDC5	DEP domain containing 5
O75143	O75143	9776	ATG13	autophagy related 13
O75146	O75146	9026	HIP1R	huntingtin interacting protein 1 related
O75150	O75150	9810	RNF40	ring finger protein 40
O75151	O75151	5253	PHF2	PHD finger protein 2
O75152	O75152	9877	ZC3H11A	zinc finger CCCH-type containing 11A
O75153	O75153	23277	CLUH	clustered mitochondria homolog
O75157	O75157	9819	TSC22D2	TSC22 domain family member 2
O75164	O75164	9682	KDM4A	lysine demethylase 4A
O75165	O75165	23317	DNAJC13	DnaJ heat shock protein family (Hsp40) member C13
O75170	O75170	9701	PPP6R2	protein phosphatase 6 regulatory subunit 2
O75175	O75175	4849	CNOT3	CCR4-NOT transcription complex subunit 3
O75179	O75179	26057	ANKRD17	ankyrin repeat domain 17
O75182	O75182	23309	SIN3B	SIN3 transcription regulator family member B
O75190	O75190	10049	DNAJB6	DnaJ heat shock protein family (Hsp40) member B6
O75208	O75208	57017	COQ9	coenzyme Q9
O75223	O75223	79017	GGCT	gamma-glutamylcyclotransferase
O75251	O75251	374291	NDUFS7	"NADH:ubiquinone oxidoreductase core subunit S7"
O75298	O75298	6253	RTN2	reticulon 2
O75306	O75306	4720	NDUFS2	"NADH:ubiquinone oxidoreductase core subunit S2"
O75312	O75312	8882	ZPR1	ZPR1 zinc finger
O75317	O75317	219333	USP12	ubiquitin specific peptidase 12
O75319	O75319	8446	DUSP11	dual specificity phosphatase 11
O75323	O75323	2631	NIPSNAP2	nipsnap homolog 2
O75326	O75326	8482	SEMA7A	semaphorin 7A (John Milton Hagen blood group)
O75330	O75330	3161	HMMR	hyaluronan mediated motility receptor
O75340	O75340	10016	PDCD6	programmed cell death 6
O75347	O75347	6902	TBCA	tubulin folding cofactor A
O75348	O75348	9550	ATP6V1G1	ATPase H+ transporting V1 subunit G1
O75351	O75351	9525	VPS4B	vacuolar protein sorting 4 homolog B
O75352	O75352	9526	MPDU1	mannose-P-dolichol utilization defect 1
O75362	O75362	7764	ZNF217	zinc finger protein 217
O75367	O75367	9555	H2AFY	H2A histone family member Y
O75368	O75368	6451	SH3BGRL	SH3 domain binding glutamate rich protein like
O75369	O75369	2317	FLNB	filamin B
O75376	O75376	9611	NCOR1	nuclear receptor corepressor 1
O75379	O75379	8674	VAMP4	vesicle associated membrane protein 4
O75380	O75380	4726	NDUFS6	"NADH:ubiquinone oxidoreductase subunit S6"
O75381	O75381	5195	PEX14	peroxisomal biogenesis factor 14
O75387	O75387	8501	SLC43A1	solute carrier family 43 member 1
O75390	O75390	1431	CS	citrate synthase
O75391	O75391	9552	SPAG7	sperm associated antigen 7
O75394	O75394	9553	MRPL33	mitochondrial ribosomal protein L33
O75396	O75396	9554	SEC22B	SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)
O75400	O75400	55660	PRPF40A	pre-mRNA processing factor 40 homolog A
O75410	O75410	6867	TACC1	transforming acidic coiled-coil containing protein 1
O75414	O75414	10201	NME6	NME/NM23 nucleoside diphosphate kinase 6
O75419	O75419	8318	CDC45	cell division cycle 45
O75420	O75420	64599	GIGYF1	GRB10 interacting GYF protein 1
O75427	O75427	4034	LRCH4	leucine rich repeats and calponin homology domain containing 4
O75431	O75431	10651	MTX2	metaxin 2
O75436	O75436	9559	VPS26A	VPS26, retromer complex component A
O75438	O75438	4707	NDUFB1	"NADH:ubiquinone oxidoreductase subunit B1"
O75439	O75439	9512	PMPCB	peptidase, mitochondrial processing beta subunit
O75446	O75446	8819	SAP30	Sin3A associated protein 30
O75448	O75448	9862	MED24	mediator complex subunit 24
O75449	O75449	11104	KATNA1	katanin catalytic subunit A1
O75475	O75475	11168	PSIP1	PC4 and SFRS1 interacting protein 1
O75477	O75477	10613	ERLIN1	ER lipid raft associated 1
O75486	O75486	8464	SUPT3H	SPT3 homolog, SAGA and STAGA complex component
O75489	O75489	4722	NDUFS3	"NADH:ubiquinone oxidoreductase core subunit S3"
O75494	O75494	10772	SRSF10	serine and arginine rich splicing factor 10
O75503	O75503	1203	CLN5	CLN5, intracellular trafficking protein
O75521	O75521	10455	ECI2	enoyl-CoA delta isomerase 2
O75528	O75528	10474	TADA3	transcriptional adaptor 3
O75529	O75529	27097	TAF5L	TATA-box binding protein associated factor 5 like
O75530	O75530	8726	EED	embryonic ectoderm development
O75531	O75531	8815	BANF1	barrier to autointegration factor 1
O75533	O75533	23451	SF3B1	splicing factor 3b subunit 1
O75534	O75534	7812	CSDE1	cold shock domain containing E1
O75554	O75554	11193	WBP4	WW domain binding protein 4
O75558	O75558	8676	STX11	syntaxin 11
O75569	O75569	8575	PRKRA	protein activator of interferon induced protein kinase EIF2AK2
O75575	O75575	27297	CRCP	CGRP receptor component
O75586	O75586	10001	MED6	mediator complex subunit 6
O75592	O75592	23077	MYCBP2	MYC binding protein 2, E3 ubiquitin protein ligase
O75600	O75600	23464	GCAT	glycine C-acetyltransferase
O75607	O75607	10360	NPM3	nucleophosmin/nucleoplasmin 3
O75608	O75608	10434	LYPLA1	lysophospholipase I
O75616	O75616	26284	ERAL1	Era like 12S mitochondrial rRNA chaperone 1
O75643	O75643	23020	SNRNP200	small nuclear ribonucleoprotein U5 subunit 200
O75648	O75648	55687	TRMU	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase
O75663	O75663	261726	TIPRL	TOR signaling pathway regulator
O75665	O75665	8481	OFD1	OFD1, centriole and centriolar satellite protein
O75676	O75676	8986	RPS6KA4	ribosomal protein S6 kinase A4
O75683	O75683	6838	SURF6	surfeit 6
O75688	O75688	5495	PPM1B	protein phosphatase, Mg2+/Mn2+ dependent 1B
O75689	O75689	11033	ADAP1	ArfGAP with dual PH domains 1
O75691	O75691	27340	UTP20	UTP20, small subunit processome component
O75694	O75694	9631	NUP155	nucleoporin 155
O75695	O75695	6102	RP2	RP2, ARL3 GTPase activating protein
O75717	O75717	11169	WDHD1	WD repeat and HMG-box DNA binding protein 1
O75718	O75718	10491	CRTAP	cartilage associated protein
O75746	O75746	8604	SLC25A12	solute carrier family 25 member 12
O75787	O75787	10159	ATP6AP2	ATPase H+ transporting accessory protein 2
O75792	O75792	10535	RNASEH2A	ribonuclease H2 subunit A
O75794	O75794	8872	CDC123	cell division cycle 123
O75808	O75808	6650	CAPN15	calpain 15
O75815	O75815	8412	BCAR3	BCAR3, NSP family adaptor protein
O75817	O75817	10248	POP7	POP7 homolog, ribonuclease P/MRP subunit
O75818	O75818	10799	RPP40	ribonuclease P/MRP subunit p40
O75821	O75821	8666	EIF3G	eukaryotic translation initiation factor 3 subunit G
O75822	O75822	8669	EIF3J	eukaryotic translation initiation factor 3 subunit J
O75832	O75832	5716	PSMD10	proteasome 26S subunit, non-ATPase 10
O75843	O75843	8906	AP1G2	adaptor related protein complex 1 gamma 2 subunit
O75844	O75844	10269	ZMPSTE24	zinc metallopeptidase STE24
O75864	O75864	284352	PPP1R37	protein phosphatase 1 regulatory subunit 37
O75874	O75874	3417	IDH1	isocitrate dehydrogenase (NADP(+)) 1, cytosolic
O75879	O75879	5188	GATB	glutamyl-tRNA amidotransferase subunit B
O75880	O75880	6341	SCO1	SCO1, cytochrome c oxidase assembly protein
O75884	O75884	10741	RBBP9	RB binding protein 9, serine hydrolase
O75886	O75886	10254	STAM2	signal transducing adaptor molecule 2
O75896	O75896	11334	TUSC2	tumor suppressor candidate 2
O75907	O75907	8694	DGAT1	diacylglycerol O-acyltransferase 1
O75909	O75909	8812	CCNK	cyclin K
O75915	O75915	10550	ARL6IP5	ADP ribosylation factor like GTPase 6 interacting protein 5
O75925	O75925	8554	PIAS1	protein inhibitor of activated STAT 1
O75928	O75928	9063	PIAS2	protein inhibitor of activated STAT 2
O75934	O75934	10286	BCAS2	BCAS2, pre-mRNA processing factor
O75935	O75935	11258	DCTN3	dynactin subunit 3
O75937	O75937	22826	DNAJC8	DnaJ heat shock protein family (Hsp40) member C8
O75940	O75940	10285	SMNDC1	survival motor neuron domain containing 1
O75943	O75943	5884	RAD17	RAD17 checkpoint clamp loader component
O75947	O75947	10476	ATP5H	ATP synthase, H+ transporting, mitochondrial Fo complex subunit D
O75953	O75953	25822	DNAJB5	DnaJ heat shock protein family (Hsp40) member B5
O75955	O75955	10211	FLOT1	flotillin 1
O75962	O75962	7204	TRIO	trio Rho guanine nucleotide exchange factor
O75964	O75964	10632	ATP5L	ATP synthase, H+ transporting, mitochondrial Fo complex subunit G
O75995	O75995	54440	SASH3	SAM and SH3 domain containing 3
O76003	O76003	10539	GLRX3	glutaredoxin 3
O76021	O76021	26156	RSL1D1	ribosomal L1 domain containing 1
O76024	O76024	7466	WFS1	wolframin ER transmembrane glycoprotein
O76031	O76031	10845	CLPX	caseinolytic mitochondrial matrix peptidase chaperone subunit
O76062	O76062	7108	TM7SF2	transmembrane 7 superfamily member 2
O76071	O76071	9391	CIAO1	cytosolic iron-sulfur assembly component 1
O76075	O76075	1677	DFFB	DNA fragmentation factor subunit beta
O76080	O76080	7763	ZFAND5	zinc finger AN1-type containing 5
O76094	O76094	6731	SRP72	signal recognition particle 72
O76095	O76095	10899	JTB	jumping translocation breakpoint
O94761	O94761	9401	RECQL4	RecQ like helicase 4
O94762	O94762	9400	RECQL5	RecQ like helicase 5
O94763	O94763	8725	URI1	URI1, prefoldin like chaperone
O94766	O94766	26229	B3GAT3	beta-1,3-glucuronyltransferase 3
O94768	O94768	9262	STK17B	serine/threonine kinase 17b
O94776	O94776	9219	MTA2	metastasis associated 1 family member 2
O94782	O94782	7398	USP1	ubiquitin specific peptidase 1
O94804	O94804	6793	STK10	serine/threonine kinase 10
O94806	O94806	23683	PRKD3	protein kinase D3
O94817	O94817	9140	ATG12	autophagy related 12
O94822	O94822	26046	LTN1	listerin E3 ubiquitin protein ligase 1
O94826	O94826	9868	TOMM70	translocase of outer mitochondrial membrane 70
O94829	O94829	9670	IPO13	importin 13
O94830	O94830	23259	DDHD2	DDHD domain containing 2
O94832	O94832	4642	MYO1D	myosin ID
O94842	O94842	9878	TOX4	TOX high mobility group box family member 4
O94855	O94855	9871	SEC24D	SEC24 homolog D, COPII coat complex component
O94868	O94868	9873	FCHSD2	FCH and double SH3 domains 2
O94874	O94874	23376	UFL1	UFM1 specific ligase 1
O94876	O94876	23023	TMCC1	transmembrane and coiled-coil domain family 1
O94880	O94880	9678	PHF14	PHD finger protein 14
O94886	O94886	9725	TMEM63A	transmembrane protein 63A
O94888	O94888	26043	UBXN7	UBX domain protein 7
O94901	O94901	23353	SUN1	Sad1 and UNC84 domain containing 1
O94903	O94903	11212	PLPBP	pyridoxal phosphate binding protein
O94905	O94905	11160	ERLIN2	ER lipid raft associated 2
O94906	O94906	24148	PRPF6	pre-mRNA processing factor 6
O94913	O94913	51585	PCF11	PCF11 cleavage and polyadenylation factor subunit
O94915	O94915	285527	FRYL	FRY like transcription coactivator
O94916	O94916	10725	NFAT5	nuclear factor of activated T-cells 5
O94919	O94919	23052	ENDOD1	endonuclease domain containing 1
O94921	O94921	5218	CDK14	cyclin dependent kinase 14
O94925	O94925	2744	GLS	glutaminase
O94927	O94927	23354	HAUS5	HAUS augmin like complex subunit 5
O94953	O94953	23030	KDM4B	lysine demethylase 4B
O94964	O94964	140710	SOGA1	suppressor of glucose, autophagy associated 1
O94966	O94966	10869	USP19	ubiquitin specific peptidase 19
O94967	O94967	22911	WDR47	WD repeat domain 47
O94973	O94973	161	AP2A2	adaptor related protein complex 2 alpha 2 subunit
O94979	O94979	22872	SEC31A	SEC31 homolog A, COPII coat complex component
O94985	O94985	22883	CLSTN1	calsyntenin 1
O94986	O94986	22995	CEP152	centrosomal protein 152
O94992	O94992	10614	HEXIM1	hexamethylene bisacetamide inducible 1
O95067	O95067	9133	CCNB2	cyclin B2
O95070	O95070	10897	YIF1A	Yip1 interacting factor homolog A, membrane trafficking protein
O95071	O95071	51366	UBR5	ubiquitin protein ligase E3 component n-recognin 5
O95081	O95081	3268	AGFG2	ArfGAP with FG repeats 2
O95104	O95104	57466	SCAF4	SR-related CTD associated factor 4
O95136	O95136	9294	S1PR2	sphingosine-1-phosphate receptor 2
O95139	O95139	4712	NDUFB6	"NADH:ubiquinone oxidoreductase subunit B6"
O95140	O95140	9927	MFN2	mitofusin 2
O95149	O95149	10073	SNUPN	snurportin 1
O95155	O95155	10277	UBE4B	ubiquitination factor E4B
O95159	O95159	7542	ZFPL1	zinc finger protein like 1
O95163	O95163	8518	ELP1	elongator complex protein 1
O95167	O95167	4696	NDUFA3	"NADH:ubiquinone oxidoreductase subunit A3"
O95168	O95168	4710	NDUFB4	"NADH:ubiquinone oxidoreductase subunit B4"
O95169	O95169	4714	NDUFB8	"NADH:ubiquinone oxidoreductase subunit B8"
O95178	O95178	4708	NDUFB2	"NADH:ubiquinone oxidoreductase subunit B2"
O95182	O95182	4701	NDUFA7	"NADH:ubiquinone oxidoreductase subunit A7"
O95183	O95183	10791	VAMP5	vesicle associated membrane protein 5
O95197	O95197	10313	RTN3	reticulon 3
O95202	O95202	3954	LETM1	leucine zipper and EF-hand containing transmembrane protein 1
O95218	O95218	9406	ZRANB2	zinc finger RANBP2-type containing 2
O95219	O95219	8723	SNX4	sorting nexin 4
O95229	O95229	11130	ZWINT	ZW10 interacting kinetochore protein
O95232	O95232	51747	LUC7L3	LUC7 like 3 pre-mRNA splicing factor
O95235	O95235	10112	KIF20A	kinesin family member 20A
O95236	O95236	80833	APOL3	apolipoprotein L3
O95239	O95239	24137	KIF4A	kinesin family member 4A
O95243	O95243	8930	MBD4	methyl-CpG binding domain 4, DNA glycosylase
O95248	O95248	6305	SBF1	SET binding factor 1
O95249	O95249	9527	GOSR1	golgi SNAP receptor complex member 1
O95251	O95251	11143	KAT7	lysine acetyltransferase 7
O95258	O95258	9016	SLC25A14	solute carrier family 25 member 14
O95260	O95260	11101	ATE1	arginyltransferase 1
O95267	O95267	10125	RASGRP1	RAS guanyl releasing protein 1
O95273	O95273	23582	CCNDBP1	cyclin D1 binding protein 1
O95292	O95292	9217	VAPB	VAMP associated protein B and C
O95295	O95295	23557	SNAPIN	SNAP associated protein
O95297	O95297	9019	MPZL1	myelin protein zero like 1
O95298	O95298	4718	NDUFC2	"NADH:ubiquinone oxidoreductase subunit C2"
O95299	O95299	4705	NDUFA10	"NADH:ubiquinone oxidoreductase subunit A10"
O95319	O95319	10659	CELF2	CUGBP Elav-like family member 2
O95336	O95336	25796	PGLS	6-phosphogluconolactonase
O95347	O95347	10592	SMC2	structural maintenance of chromosomes 2
O95352	O95352	10533	ATG7	autophagy related 7
O95363	O95363	10667	FARS2	phenylalanyl-tRNA synthetase 2, mitochondrial
O95365	O95365	51341	ZBTB7A	zinc finger and BTB domain containing 7A
O95372	O95372	11313	LYPLA2	lysophospholipase II
O95373	O95373	10527	IPO7	importin 7
O95376	O95376	10425	ARIH2	ariadne RBR E3 ubiquitin protein ligase 2
O95379	O95379	25816	TNFAIP8	TNF alpha induced protein 8
O95391	O95391	10569	SLU7	SLU7 homolog, splicing factor
O95394	O95394	5238	PGM3	phosphoglucomutase 3
O95396	O95396	27304	MOCS3	molybdenum cofactor synthesis 3
O95400	O95400	10421	CD2BP2	CD2 cytoplasmic tail binding protein 2
O95402	O95402	9441	MED26	mediator complex subunit 26
O95429	O95429	9530	BAG4	BCL2 associated athanogene 4
O95433	O95433	10598	AHSA1	activator of HSP90 ATPase activity 1
O95445	O95445	55937	APOM	apolipoprotein M
O95453	O95453	5073	PARN	poly(A)-specific ribonuclease
O95456	O95456	8624	PSMG1	proteasome assembly chaperone 1
O95466	O95466	752	FMNL1	formin like 1
O95470	O95470	8879	SGPL1	sphingosine-1-phosphate lyase 1
O95478	O95478	10412	NSA2	NSA2, ribosome biogenesis homolog
O95479	O95479	9563	H6PD	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
O95486	O95486	10802	SEC24A	SEC24 homolog A, COPII coat complex component
O95487	O95487	10427	SEC24B	SEC24 homolog B, COPII coat complex component
O95503	O95503	23466	CBX6	chromobox 6
O95544	O95544	65220	"NADK"	"NAD kinase"
O95551	O95551	51567	TDP2	tyrosyl-DNA phosphodiesterase 2
O95562	O95562	375035	SFT2D2	SFT2 domain containing 2
O95563	O95563	25874	MPC2	mitochondrial pyruvate carrier 2
O95568	O95568	92342	METTL18	methyltransferase like 18
O95571	O95571	23474	ETHE1	ETHE1, persulfide dioxygenase
O95573	O95573	2181	ACSL3	acyl-CoA synthetase long chain family member 3
O95602	O95602	25885	POLR1A	RNA polymerase I subunit A
O95613	O95613	5116	PCNT	pericentrin
O95619	O95619	8089	YEATS4	YEATS domain containing 4
O95625	O95625	27107	ZBTB11	zinc finger and BTB domain containing 11
O95628	O95628	4850	CNOT4	CCR4-NOT transcription complex subunit 4
O95630	O95630	10617	STAMBP	STAM binding protein
O95639	O95639	10898	CPSF4	cleavage and polyadenylation specific factor 4
O95671	O95671	8623	ASMTL	acetylserotonin O-methyltransferase like
O95674	O95674	8760	CDS2	CDP-diacylglycerol synthase 2
O95684	O95684	11116	FGFR1OP	FGFR1 oncogene partner
O95685	O95685	5509	PPP1R3D	protein phosphatase 1 regulatory subunit 3D
O95696	O95696	23774	BRD1	bromodomain containing 1
O95707	O95707	10775	POP4	POP4 homolog, ribonuclease P/MRP subunit
O95714	O95714	8924	HERC2	HECT and RLD domain containing E3 ubiquitin protein ligase 2
O95716	O95716	9545	RAB3D	RAB3D, member RAS oncogene family
O95721	O95721	9342	SNAP29	synaptosome associated protein 29
O95747	O95747	9943	OXSR1	oxidative stress responsive 1
O95749	O95749	9453	GGPS1	geranylgeranyl diphosphate synthase 1
O95757	O95757	22824	HSPA4L	heat shock protein family A (Hsp70) member 4 like
O95758	O95758	9991	PTBP3	polypyrimidine tract binding protein 3
O95772	O95772	83930	STARD3NL	STARD3 N-terminal like
O95782	O95782	160	AP2A1	adaptor related protein complex 2 alpha 1 subunit
O95785	O95785	58525	WIZ	widely interspaced zinc finger motifs
O95786	O95786	23586	DDX58	DExD/H-box helicase 58
O95793	O95793	6780	STAU1	staufen double-stranded RNA binding protein 1
O95801	O95801	7268	TTC4	tetratricopeptide repeat domain 4
O95807	O95807	23585	TMEM50A	transmembrane protein 50A
O95816	O95816	9532	BAG2	BCL2 associated athanogene 2
O95822	O95822	23417	MLYCD	malonyl-CoA decarboxylase
O95831	O95831	9131	AIFM1	apoptosis inducing factor mitochondria associated 1
O95834	O95834	24139	EML2	echinoderm microtubule associated protein like 2
O95835	O95835	9113	LATS1	large tumor suppressor kinase 1
O95861	O95861	10380	BPNT1	3'(2'), 5'-bisphosphate nucleotidase 1
O95864	O95864	9415	FADS2	fatty acid desaturase 2
O95870	O95870	7920	ABHD16A	abhydrolase domain containing 16A
O95873	O95873	57827	C6orf47	chromosome 6 open reading frame 47
